course_title,is_paid,price,num_subscribers,level,published_timestamp,subject,categ_price,categ_duration,sales,comisiones,costos
Introduction to Accounting : Mastering Financial Statements,True,50,1916,Beginner Level,05-12-2016,Business Finance,0-50,0-2,95800,18.5,35446.0
The Complete Ethereum Course: Get .01 Ether In Your Wallet,True,45,2507,All Levels,30-05-2016,Business Finance,0-50,0-2,112815,16.65,41741.549999999996
Beginner to Pro in PowerPoint: Complete PowerPoint Training,True,150,5786,All Levels,31-01-2015,Business Finance,100-150,4-6,867900,55.5,321123.0
Investing 101: The Complete Online Investing Course,True,200,5334,All Levels,28-11-2014,Business Finance,150-200,4-6,1066800,74.0,394716.0
Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,True,175,4005,Intermediate Level,12-04-2015,Business Finance,150-200,0-2,700875,64.75,259323.75
Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),True,150,2877,All Levels,26-04-2016,Business Finance,100-150,4-6,431550,55.5,159673.5
Forex Trading: Your Complete Guide to Get Started Like a Pro,True,140,1026,Beginner Level,27-06-2017,Business Finance,100-150,2-4,143640,51.8,53146.799999999996
Python Algo Stock Trading: Automate Your Trading!,True,95,1165,Beginner Level,28-05-2017,Business Finance,50-100,2-4,110675,35.15,40949.75
THE Forex Robot: Incredible ROI (Robot Included),True,200,1843,All Levels,04-10-2016,Business Finance,150-200,0-2,368600,74.0,136382.0
The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,True,45,8797,All Levels,09-01-2015,Business Finance,0-50,6-8,395865,16.65,146470.05
Mastering High Probability Iron Condor Options Trading,True,200,1030,All Levels,01-06-2017,Business Finance,150-200,0-2,206000,74.0,76220.0
The Complete Short Course on Ethereum,True,200,1041,All Levels,11-06-2017,Business Finance,150-200,0-2,208200,74.0,77034.0
Options Trading Stocks: Proven Toolbox For Financial Success,True,195,7884,Intermediate Level,19-05-2015,Business Finance,150-200,8-10,1537380,72.15,568830.6000000001
Forex Trading A-Z™ - With LIVE Examples of Forex Trading,True,195,16900,Beginner Level,12-12-2014,Business Finance,150-200,4-6,3295500,72.15,1219335.0
"Introduction to Finance, Accounting, Modeling and Valuation",True,200,11441,All Levels,28-06-2016,Business Finance,150-200,4-6,2288200,74.0,846634.0
Beginner to Pro in Excel: Financial Modeling and Valuation,True,195,22257,All Levels,25-11-2014,Business Finance,150-200,6-8,4340115,72.15,1605842.55
The Complete Investment Banking Course 2017,True,195,8575,All Levels,10-10-2016,Business Finance,150-200,4-6,1672125,72.15,618686.25
The Complete Financial Analyst Course 2017,True,195,24481,All Levels,21-01-2016,Business Finance,150-200,8-10,4773795,72.15,1766304.1500000001
Python for Finance: Investment Fundamentals & Data Analytics,True,195,3811,All Levels,30-03-2017,Business Finance,150-200,6-8,743145,72.15,274963.65
Financial Modeling for Startups & Small Businesses,True,195,4991,Beginner Level,29-03-2017,Business Finance,150-200,>10,973245,72.15,360100.65
Options Trading - How to Win with Weekly Options,True,115,7489,Intermediate Level,22-10-2015,Business Finance,100-150,0-2,861235,42.55,318656.94999999995
Black Algo Trading: Build Your Trading Robot,True,200,20195,All Levels,27-10-2014,Business Finance,150-200,>10,4039000,74.0,1494430.0
Accounting & Financial Statement Analysis: Complete Training,True,150,10042,All Levels,22-10-2015,Business Finance,100-150,2-4,1506300,55.5,557331.0
Cryptocurrency Trading: Complete Guide To Trading Altcoins,True,95,367,All Levels,21-06-2017,Business Finance,50-100,4-6,34865,35.15,12900.05
Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,True,200,10603,All Levels,12-10-2014,Business Finance,150-200,4-6,2120600,74.0,784622.0
Three Steps Trading - Live Trading - Real Account,True,190,1197,All Levels,24-05-2017,Business Finance,150-200,4-6,227430,70.3,84149.09999999999
Option Trading for Rookies:  Understand Options Completely,True,150,2893,All Levels,10-08-2016,Business Finance,100-150,0-2,433950,55.5,160561.5
How I Learned Stock Trading (and How You Can Too),True,200,1580,Expert Level,02-05-2017,Business Finance,150-200,0-2,316000,74.0,116920.0
Learn to Trade for Profit: Find and Trade Winning Stocks,True,95,10605,All Levels,24-10-2014,Business Finance,50-100,2-4,1007475,35.15,372765.75
Trading Inside Bars - Master 1 Easy Pattern To Be Successful,True,125,2996,Intermediate Level,09-03-2015,Business Finance,100-150,0-2,374500,46.25,138565.0
Four Fundamentals of Financial Planning,True,30,6219,All Levels,14-02-2017,Business Finance,0-50,0-2,186570,11.1,69030.9
Options Trading - Calendar Spread Course for Every Trader,True,200,1113,All Levels,02-04-2017,Business Finance,150-200,0-2,222600,74.0,82362.0
Dividend Investing: Build Your Portfolio for a Better Future,True,60,8314,Beginner Level,24-01-2015,Business Finance,50-100,2-4,498840,22.2,184570.8
Learn Accounting. Understand Business.,True,200,5572,Beginner Level,27-03-2014,Business Finance,150-200,4-6,1114400,74.0,412328.0
How to Consistently Win Trading Stocks in 30 Days or Less,True,145,1433,Intermediate Level,09-05-2016,Business Finance,100-150,0-2,207785,53.65,76880.45
A Beginner's Guide to Quantopian Futures API,True,20,936,Intermediate Level,11-04-2017,Business Finance,0-50,0-2,18720,7.4,6926.400000000001
How to Buy Cheap Options - Options Trading Pricing Model,True,200,658,All Levels,02-06-2017,Business Finance,150-200,0-2,131600,74.0,48692.0
Excel Crash Course: Master Excel for Financial Analysis,True,105,8121,All Levels,18-10-2016,Business Finance,100-150,2-4,852705,38.85,315500.85000000003
"Comprehensive Guide to Financial Markets, Investing &Trading",True,60,4187,Beginner Level,29-02-2016,Business Finance,50-100,8-10,251220,22.2,92951.4
Stock Trading Ninja: Complete System For Trading Success,True,155,9445,All Levels,19-02-2014,Business Finance,150-200,4-6,1463975,57.35,541670.75
Hedge and Mutual Fund Careers: The Complete Guide,True,200,3255,All Levels,20-06-2016,Business Finance,150-200,8-10,651000,74.0,240870.0
Algorithmic Trading In Forex: Create Your First Forex Robot!,True,185,7941,All Levels,11-08-2014,Business Finance,150-200,6-8,1469085,68.45,543561.4500000001
The Power Modeling Bootcamp: Advanced Excel in 10 Days,True,150,1680,All Levels,26-11-2016,Business Finance,100-150,4-6,252000,55.5,93240.0
Options Trading Basics (3-Course Bundle),True,180,10100,Beginner Level,25-02-2013,Business Finance,150-200,>10,1818000,66.6,672660.0
How to Win 97% of Your Options Trades,True,125,5050,All Levels,10-02-2015,Business Finance,100-150,0-2,631250,46.25,233562.5
How I Make Consistent Returns Trading Options,True,200,2310,All Levels,05-10-2016,Business Finance,150-200,2-4,462000,74.0,170940.0
"Forex Strategies: Kelly Criterion, Larry Williams and more!",True,185,5528,All Levels,19-02-2015,Business Finance,150-200,2-4,1022680,68.45,378391.60000000003
"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",True,125,6451,All Levels,16-04-2014,Business Finance,100-150,4-6,806375,46.25,298358.75
Options Trading Introduction: Day Trade Stock Options,True,95,12394,Beginner Level,20-02-2015,Business Finance,50-100,2-4,1177430,35.15,435649.1
The Almost Perfect Options Trading Strategy System - Unique,True,200,1793,All Levels,03-03-2017,Business Finance,150-200,0-2,358600,74.0,132682.0
Forex Trading -  Learn to Trade Forex Like the Banks,True,20,3223,All Levels,30-03-2016,Business Finance,0-50,0-2,64460,7.4,23850.2
Learn to Trade for Profit:Trading with Japanese Candlesticks,True,60,16385,Beginner Level,02-09-2014,Business Finance,50-100,2-4,983100,22.2,363747.0
The Most Powerful Options Spread Trading Front Ratio Spread,True,200,1487,All Levels,08-03-2017,Business Finance,150-200,0-2,297400,74.0,110038.0
What Finance Job is for You? Explanation of 14 Finance Roles,True,200,2951,All Levels,04-05-2016,Business Finance,150-200,2-4,590200,74.0,218374.0
The Blueprint for Successful Stock Trading,True,120,2697,All Levels,13-08-2015,Business Finance,100-150,0-2,323640,44.4,119746.8
Trading for Beginners - Intermediate Level,True,150,3979,Beginner Level,09-11-2016,Business Finance,100-150,4-6,596850,55.5,220834.5
Start Trading Stocks Using Technical Analysis!,True,25,3190,All Levels,03-02-2016,Business Finance,0-50,2-4,79750,9.25,29507.5
Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,True,200,1406,Expert Level,18-01-2017,Business Finance,150-200,0-2,281200,74.0,104044.0
